Name,City,Address,Nosach,shacharit_prayer,mincha_prayer,Aravit_prayer,Shacharit_Shabat_prayer,Mincha_Shabat_prayer,Aravit_Shabat_prayer,Access_disabled,women,Bar_mitzvah,Code
 תפילה למשה, ירושלים, דרך בית לחם 123,מרוקו,06:00,18:36,,07:30,12:15,,FALSE,TRUE,TRUE,1
 תפילה למשה, ירושלים, הרצל פינת הברון הירש 50,ספרד,06:45,,,08:00,18:28,,FALSE,TRUE,FALSE,1
 תפילת חנה (וינדיש), ירושלים," האדמו""ר מרוז´ין 35",חסידי,07:00,,,09:00,,,FALSE,FALSE,FALSE,1
 תפילת ישראל, ירושלים, הממציא,ירושלמי,06:00,18:41,,,,,TRUE,TRUE,TRUE,1
 תפילת ישראל, ירושלים, תירוש,עדות המזרח,05:45,18:46,19:01,07:30,16:00,,TRUE,TRUE,TRUE,1
" תפילת ישראל שכונת גילה משה""ב", ירושלים," כניסה עם רכב אפשרית מול רחוב מרווה,שכונת גילה י-ם",מרוקו,05:45,,,,,,TRUE,TRUE,TRUE,1
 תקוותינו, ירושלים, זרובבל 7,מרוקו,06:30,,,,,,TRUE,TRUE,FALSE,1
 תקוותנו, ירושלים, המ´´ג 5,אשכנז,,,,,,,FALSE,FALSE,FALSE,1
" הצעירים ע""ש הרב שרעבי זצ""ל", ישעי, המקלט מול הרמבם,תימן,05:55,,,,,,TRUE,FALSE,TRUE,1
 צור יורם, ישעי,[],תימן,,,,,,,TRUE,TRUE,TRUE,1
" רמב""ם", ישעי,[],תימן,,19:00,19:30,,,,TRUE,TRUE,FALSE,1
 מרכזי, יתד,[],לפי החזן,06:15,18:50,20:00,,,,TRUE,TRUE,FALSE,6
 בית הכנסת הספרדי, כוכב השחר, כוכב,עדות המזרח,06:15,,,,,,TRUE,TRUE,FALSE,7
 בתי כנסת המרכזי, כוכב השחר, כוכב,אשכנז,05:45,,,,,,TRUE,TRUE,FALSE,7
 מצפה כרמים, כוכב השחר, מצפה כרמים כוכב,לפי החזן,06:00,,20:45,08:00,,,TRUE,TRUE,TRUE,7
 שירת יונדב, כוכב השחר, מעוז-אסתר 2 כוכב,לפי החזן,,,,08:00,,,FALSE,TRUE,TRUE,7
 בית אל, כוכב יאיר, בית אל כוכב,אחיד,,,,,,,FALSE,FALSE,FALSE,4
 בית הכנסת המרכזי כוכב יאיר, כוכב יאיר, הארץ כוכב,ספרד,06:20,18:47,19:15,06:45,,,TRUE,TRUE,TRUE,4
 אשכנזים, כוכב יעקב, כוכב,אשכנז,06:30,,21:30,08:00,,,TRUE,FALSE,FALSE,7
 ברכת כהנים, כוכב יעקב, כוכב יעקב כוכב,עדות המזרח,,,,,,,TRUE,TRUE,FALSE,7
" ישיבת ההסדר ""היכל אליהו""", כוכב יעקב, תורה מציון 1 כוכב,לפי החזן,06:45,15:15,19:30,,,,TRUE,TRUE,FALSE,7
 מרכזי, כוכב יעקב, כוכב,עדות המזרח,,,,,,,TRUE,TRUE,FALSE,7
 עטרת רחינאין, כוכב יעקב, כוכב,עדות המזרח,,,20:30,07:30,12:15,,FALSE,TRUE,FALSE,7
 שכונת המערב, כוכב יעקב, שכונת המערב כוכב,עדות המזרח,,,21:00,07:30,12:30,,TRUE,TRUE,FALSE,7
 שמש ומגן, כוכב יעקב, שדרות אביר יעקב כוכב,מרוקו,06:05,18:51,19:16,,,,TRUE,TRUE,FALSE,7
 תומר דבורה, כוכב יעקב, חסדי אבות 60 כוכב,חסידי,,,,,,,TRUE,TRUE,FALSE,7
 תמנים, כוכב יעקב, כוכב,תימן,,,,,,,TRUE,TRUE,FALSE,7
 מושבה כנרת, כנרת, הראשונים כנרת,אחיד,,,,08:00,18:41,,TRUE,TRUE,TRUE,2
 כפר אדומים, כפר אדומים, כפר,לפי החזן,06:00,18:51,19:11,06:45,,,TRUE,TRUE,TRUE,7
 בית הכנסת הגדול כוכב יאיר, רעננה, הארץ כפר,אשכנז,,,,,,,TRUE,TRUE,TRUE,4
 המרכזי כפר גדעון, כפר גדעון, כפר,אשכנז,06:30,,,,,,FALSE,TRUE,FALSE,2
 בית חזון, כפר הראה, שכונת בית חזון כפר,ספרד,05:55,,,08:00,,,TRUE,TRUE,FALSE,4
 הבנים, כפר הראה, כפר,עדות המזרח,,,,07:30,,,TRUE,TRUE,TRUE,4
 כפר הראה, כפר הראה, כפר,ספרד,05:30,18:41,19:21,06:20,,,TRUE,TRUE,TRUE,4
 סניף בני עקיבא, כפר הראה, כפר,ספרד,,,,08:00,,,TRUE,TRUE,FALSE,4
 אהבת חינם, כפר חנניה, השיקמה כפר,עדות המזרח,05:30,19:15,19:30,07:30,16:30,,TRUE,TRUE,TRUE,2
 בית הכנסת המרכזי, כפר חסידים, גבעה כפר,ספרד,06:00,19:00,19:45,08:00,18:44,,TRUE,TRUE,TRUE,3
 כפר חסידים, כפר חסידים, פנימי כפר,אשכנז,,,,,,,FALSE,FALSE,FALSE,3
 יעל, כפר יובל, כפר,עדות המזרח,,,,,,,FALSE,TRUE,TRUE,2
 מרכזי, כפר יובל, מרכז המושב כפר,עדות המזרח,05:15,18:40,19:10,07:15,,,TRUE,TRUE,FALSE,2
 ״נווה אליהו״ ע״ש הרה״חג אליהו רבינא זצ״ל, כפר יונה, העליה 35 כפר,ספרד,05:45,,,,,,TRUE,TRUE,FALSE,4
 אהבת ישראל, כפר יונה, עולי הגרדום כפר,מרוקו,05:20,,,07:00,,,TRUE,TRUE,FALSE,4
 אלונים, כפר יונה, גילה כפר,ספרד,,,,,,,FALSE,TRUE,FALSE,4
 בן פורת יוסף, כפר יונה, אלפסי כפר,ספרד,,,,,,,FALSE,TRUE,FALSE,4
 ג´אנח ובניו, כפר יונה, הקבלן 3 כפר,לפי החזן,,,,,,,FALSE,FALSE,FALSE,4
" המרכזי ע""ש גרהרדט", כפר יונה, הדואר המרכזי כפר,לפי החזן,06:30,,20:30,08:30,,,FALSE,TRUE,FALSE,4
 יחד שבטי ישראל, כפר יונה, תורמוס כפר,ספרד,,,,07:15,,,TRUE,TRUE,TRUE,4
 ישורון, כפר יונה," אח""י אילת כפר",ספרד,07:00,,,,,,TRUE,TRUE,TRUE,4
 ישמח ישראל, כפר יונה, עולי הגרדום כפר,אשכנז,,,,,,,TRUE,TRUE,FALSE,4
 נווה אליהו, כפר יונה, יהודה הלוי כפר,ספרד,,,,,,,FALSE,TRUE,FALSE,4
 ניצנים, כפר יונה, ניצנים כפר,ספרד,,,,,,,FALSE,TRUE,FALSE,4
 פני מאיר, כפר יונה, האתרוג כפר,ספרד,05:50,13:15,20:15,07:15,16:00,,TRUE,TRUE,FALSE,4
 קדושי אפריים, כפר יונה, קדושי 3454 כפר,תימן שאמי,,,,,,,FALSE,FALSE,FALSE,4
 קהילות יעקב, כפר יונה, הרצל כפר,ספרד,,,,,,,FALSE,FALSE,FALSE,4
 שיבת ציון, כפר יונה, יסמין כפר,תימן,,,,,,,TRUE,TRUE,TRUE,4
 שערי רחמים, כפר יונה, גיבורי ישראל כפר,ספרד,,,,,,,TRUE,TRUE,FALSE,4
 תהילת ה, כפר יונה, חושן כפר,ספרד,,,,08:30,,,TRUE,TRUE,TRUE,4
 מצמיח ישועה, כפר יעבץ, כפר,ספרד,06:00,,20:30,08:00,,,FALSE,TRUE,FALSE,4
 עטרת יצחק, כפר יעבץ, כפר,תימן בלדי,05:30,,,,,,TRUE,TRUE,FALSE,4
 אעירה שחר, כפר מימון, כפר,עדות המזרח,05:54,,,08:00,,,TRUE,TRUE,FALSE,6
 כפר מימון, כפר מימון, כפר,אחיד,05:45,18:55,19:30,08:00,18:44,,TRUE,TRUE,FALSE,6
 המרכזי, כפר מרדכי, כפר,אשכנז,,,,08:20,,,TRUE,TRUE,TRUE,4
 אהבת שלום, כפר סבא, דניאל 3 כפר,עדות המזרח,,,,,,,TRUE,TRUE,TRUE,4
 אוהב צדק, כפר סבא, ויצמן 204 כפר,ירושלמי,06:00,,,07:00,,,TRUE,TRUE,TRUE,4
 אוהל יעקב, כפר סבא, ישיהו כפר,עדות המזרח,,,,,,,FALSE,FALSE,FALSE,4
 אוהל יעקב ולאה, כפר סבא, הכרמל 70 כפר,עדות המזרח,05:30,18:41,19:21,07:30,18:46,,TRUE,TRUE,TRUE,4
 אוהל ישראל, כפר סבא, כנפי נשרים 20 כפר,תימן שאמי,,,,07:00,17:30,,FALSE,TRUE,TRUE,4
 אוהל משה, כפר סבא, ויצמן 122 כפר,ספרד,06:30,,,08:30,,,FALSE,TRUE,TRUE,4
 אוהל רחל, כפר סבא, הנביאים כפר,עדות המזרח,05:30,,,06:45,17:00,,TRUE,TRUE,FALSE,4
 אלי כהן, כפר סבא, ויצמן 181 כפר,מרוקו,,,,,,,TRUE,TRUE,TRUE,4
 אעירה השחר, כפר סבא, דוד המלך כפר,מרוקו,,,,,,,FALSE,FALSE,FALSE,4
 בית אל, כפר סבא, הרב קוק - מעלה ליובאוויש 16 כפר,תימן בלדי,,,,,,,FALSE,TRUE,FALSE,4
 בית דורשי, כפר סבא, הכרמל פינת תל חי כפר,אשכנז,08:00,18:41,19:21,08:30,,,TRUE,TRUE,TRUE,4
 בית הכנסת ספרדי מרכזי, כפר סבא, התחיה כפר,ספרד,,,,,,,FALSE,FALSE,FALSE,4
 בית הלל, כפר סבא, חביבה רייך 7 כפר,עדות המזרח,,,,,,,FALSE,TRUE,FALSE,4
 בית יעקב, כפר סבא, בורוכוב 23 כפר,תימן שאמי,,,,,,,FALSE,TRUE,FALSE,4
 בית עזרא, כפר סבא, משה דיין 9 כפר,ספרד,06:10,,21:15,08:15,,,TRUE,TRUE,TRUE,4
 דביר יהונתן, כפר סבא, אוסטושינסקי כפר,ספרד,,,,08:30,,,FALSE,TRUE,TRUE,4
 המניין החדש, כפר סבא, י´ כהן 4 כפר,אשכנז,06:15,,,08:00,19:00,,FALSE,TRUE,TRUE,4
 המרכזי, כפר סבא, ויצמן פינת הרצל כפר,אשכנז,05:30,12:30,19:21,,12:45,,TRUE,TRUE,TRUE,4
 התחיה, כפר סבא, התחייה כפר,אשכנז,,,,,,,FALSE,FALSE,FALSE,4
 זכור לאברהם, כפר סבא, תורה ועבודה כפר,תימן,06:00,18:46,,07:00,,,TRUE,TRUE,FALSE,4
 חמדת אחים, כפר סבא," קיבוץ גלויות פינת הפלמ""ח כפר",תימן,,,,07:00,18:16,,TRUE,TRUE,TRUE,4
 יד אופיר, כפר סבא, הכרמל 70 כפר,ירושלמי,06:15,,,07:15,14:00,,FALSE,TRUE,TRUE,4
 ישמח משה, כפר סבא, ויצמן 181 כפר,תימן בלדי,06:00,18:41,,07:30,,,FALSE,TRUE,TRUE,4
 לצעירים, כפר סבא, שבזי 28 כפר,תימן בלדי,,,,07:00,,,TRUE,FALSE,TRUE,4
 מניין קרליבך, כפר סבא, הכרמל כפר,ספרד,,,,,,,TRUE,TRUE,FALSE,4
 מנין צעירים בני עקיבא, כפר סבא, הכרמל פינת בר-אילן כפר,אשכנז,06:15,,20:15,07:00,12:45,,FALSE,TRUE,TRUE,4
 מרום ציון, כפר סבא, שילר 8 כפר,תימן שאמי,,,,06:45,,,TRUE,TRUE,FALSE,4
 משכן אברהם, כפר סבא, מבצע יונתן 2 כפר,ספרד,06:15,,22:30,08:15,18:38,,TRUE,TRUE,TRUE,4
 משכן הראל, כפר סבא, מבצע יונתן 4 כפר,ספרד,06:15,,22:30,08:15,,,TRUE,TRUE,TRUE,4
 משכנות חאן בבא, כפר סבא, התעש 14 כפר,עדות המזרח,08:00,13:30,,,,,FALSE,FALSE,FALSE,4
 משכנות יעקב, כפר סבא, תל חי כפר,עדות המזרח,05:00,,,07:00,13:30,,TRUE,TRUE,TRUE,4
 נחלת אחים, כפר סבא, הסנהדרין 6 כפר,תימן שאמי,,,,07:30,,,TRUE,TRUE,FALSE,4
 נצח ישראל, כפר סבא, כינרת כפר,אשכנז,06:30,,19:45,08:30,,,TRUE,TRUE,TRUE,4
 נר קדושים, כפר סבא, הרב קוק 11 כפר,ספרד,,,,08:30,18:43,,TRUE,TRUE,TRUE,4
" ע""ש הצדיקים", כפר סבא," שאול המלך, יוספטל כפר",עדות המזרח,06:00,13:00,19:30,07:30,,,TRUE,TRUE,FALSE,4
 עובד בן ציון, כפר סבא, שלום אש 4 כפר,ספרד,,,,08:00,16:15,,TRUE,TRUE,TRUE,4
 עזרת אחים, כפר סבא, האמוראים כפר,תימן בלדי,,,,07:15,,,TRUE,TRUE,FALSE,4
 עץ חיים, כפר סבא, הרב שמחה אסף כפר,תימן בלדי,05:45,,,07:00,,,TRUE,TRUE,FALSE,4
 עציון, כפר סבא, עציון כפר,אשכנז,,,,08:15,,,TRUE,TRUE,FALSE,4
 ר´ יהודה אוהב ציון, כפר סבא, גורדון פינת הפרדס כפר,עדות המזרח,06:00,17:00,17:50,07:30,,,TRUE,TRUE,TRUE,4
 ששת הימים/עולי בבל, כפר סבא, המייסדים כפר,ירושלמי,06:30,,,,,,TRUE,TRUE,TRUE,4
 תפארת ישראל, כפר סבא, הרב קוק כפר,,,,,,,,TRUE,TRUE,FALSE,4
 תפילה לדוד, כפר סבא, טירת צבי כפר,מרוקו,07:00,18:41,,,,,TRUE,TRUE,TRUE,4
 תקומה, כפר סבא, תקומה כפר,עדות המזרח,,,,,,,FALSE,FALSE,FALSE,4
 כפר עציון, כפר עציון, כפר,ספרד,06:00,,,,,,TRUE,TRUE,FALSE,7
 מרכזי, כפר פינס, מרכז המושב כפר,ספרד,05:55,,21:30,08:00,13:00,,TRUE,TRUE,TRUE,3
 היכל הבנים, רמלה, האלונים 11,מרוקו,06:00,24:00:00,17:00,07:30,15:45,,TRUE,FALSE,FALSE,4
 עץ החיים, כפר תבור, הגפנים כפר,,,,,,,,TRUE,TRUE,TRUE,2
 בית כנסת מרכזי כפר תפוח, כפר תפוח, כפר תפוח כפר,לפי החזן,07:50,18:42,19:27,07:00,,,FALSE,TRUE,FALSE,7
 חבד, כפר תפוח, הדר 264 כפר,חבד,06:30,,,,,,TRUE,TRUE,TRUE,7
" ""נצח ישראל""", פרדס חנה כרכור, סמטת מרדכי,,,,,,,,FALSE,TRUE,TRUE,1
 היכל שלום, פרדס חנה כרכור, אחוזה,לפי החזן,,,,08:30,,,TRUE,TRUE,TRUE,1
 תפארת ישראל, פרדס חנה כרכור,[],עדות המזרח,05:15,,,07:00,13:30,,TRUE,TRUE,TRUE,1
 ספרדי, כרם בן זמרה, כרם בן,עדות המזרח,06:00,,20:00,08:00,19:00,,TRUE,TRUE,FALSE,2
" כרם מהר""ל", כרם מהרל, כרם,אשכנז,,,,09:00,18:46,,TRUE,TRUE,TRUE,3
 הספרדי, כרמי צור, כרמי,עדות המזרח,06:30,,,,13:15,,FALSE,FALSE,FALSE,7
 צור ישועתי, כרמי צור, כרמי,לפי החזן,05:25,14:00,19:22,05:51,13:15,,TRUE,TRUE,TRUE,7
 אהבת חינם, כרמיאל, בציר 39,אחיד,06:30,,,08:00,18:32,,TRUE,TRUE,TRUE,2
 אהבת יצחק, כרמיאל, משעול דולב,ירושלמי,,,,,,,FALSE,TRUE,FALSE,2
" אור-הרש""ש", כרמיאל, משעול חצב 34,עדות המזרח,06:15,19:15,20:30,07:30,,,TRUE,TRUE,TRUE,2
 אנרטק, כרמיאל, הנפח 8,עדות המזרח,,16:30,19:20,,,,FALSE,FALSE,FALSE,2
 אשכולות, כרמיאל,[],עדות המזרח,05:15,,,07:30,,,TRUE,TRUE,TRUE,2
 בית הכרם, כרמיאל, שיזף 4,אשכנז,,,,08:30,,,TRUE,FALSE,TRUE,2
 בן איש חי, כרמיאל, הפרחים 52,עדות המזרח,05:15,,,07:30,,,FALSE,FALSE,FALSE,2
 הדר בן ציון, כרמיאל, בירנית 1,עדות המזרח,06:00,,,,,,FALSE,TRUE,TRUE,2
 ירונו אחים, כרמיאל, ביכורים 27,ספרד,,,,,,,FALSE,TRUE,TRUE,2
 ישיבת ההסדר כרמי-אל, כרמיאל, בירנית,לפי החזן,07:00,13:15,20:15,08:00,,,FALSE,TRUE,TRUE,2
 ישיבת ההסדר כרמיאל, כרמיאל, בירנית 1,לפי החזן,07:00,15:30,20:15,07:30,,,FALSE,TRUE,TRUE,2
 מאור גליל, כרמיאל, נתיב הלוטוס 3,אשכנז,06:30,12:45,22:15,07:30,18:07,,TRUE,TRUE,TRUE,2
 מגדים, כרמיאל, רמים,עדות המזרח,,,,,,,TRUE,TRUE,TRUE,2
 מוריה לצעירים, כרמיאל, מעלה הכרמים,אחיד,,,,,,,FALSE,TRUE,TRUE,2
 מכללת אורט בראודה, כרמיאל, מעלה אורט,אחיד,,12:45,,,,,TRUE,TRUE,TRUE,2
 מעיין התורה, כרמיאל, יסמין,אחיד,,,,,,,FALSE,TRUE,TRUE,2
 משכן חי, כרמיאל, אסיף 48,ספרד,,,,07:30,,,TRUE,TRUE,TRUE,2
 משכן שלום, כרמיאל,[],תימן,05:25,,,,,,FALSE,FALSE,FALSE,2
 מתן נחליאל, כרמיאל, חטיבת הראל 34,אחיד,06:00,,22:30,08:00,,,TRUE,TRUE,TRUE,2
 עץ חיים, כרמיאל, מצפה נוף 17 17,מרוקו,,,,08:00,,,TRUE,TRUE,TRUE,2
 קול אליהו, כרמיאל, דרך השלום 100,עדות המזרח,05:45,17:15,,07:45,,,FALSE,FALSE,FALSE,2
 תהילת ה, כרמיאל, מבצה בן עמי 11,עדות המזרח,08:07,,,,,,FALSE,FALSE,TRUE,2
 הכרם, כרמיה, כרמיה,מרוקו,,,,08:15,,,TRUE,TRUE,TRUE,6
 בכרמל, כרמל,[],ספרד,05:30,18:51,,,,,TRUE,TRUE,FALSE,7
 ישיבת רעותא, כרמל,[],לפי החזן,07:00,13:10,21:15,,,,TRUE,TRUE,TRUE,7
" ביכ""נ מלון לביא", לביא,[],אשכנז,,,,,,,TRUE,TRUE,FALSE,2
" ביכ""נ קבוץ לביא", לביא,[],אשכנז,05:45,16:30,20:20,,,,TRUE,TRUE,FALSE,2
 מרכזי, להבים, בין ביהס והמועצה המקומית,ספרד,05:30,18:28,19:11,07:30,18:16,,TRUE,TRUE,TRUE,6
 תיפארת להבים, להבים, כיכר ויצמן,ספרד,05:30,,,07:30,18:16,,TRUE,TRUE,TRUE,6
" ""תפארת אהרון""", לוד, אלי כהן 22,עדות המזרח,06:30,,,07:30,,,TRUE,TRUE,TRUE,4
 אביר יעקב, לוד, לוד,מרוקו,,,,07:30,,,TRUE,TRUE,FALSE,4
 אוהל יהודה, לוד, בר אילן,חבד,,,,,,,FALSE,TRUE,TRUE,4
 אור החיים, לוד," שד' שוורץ 1 לוד בתוך מפעל קרגל /במקלט אזה""ת הצפוני",עדות המזרח,,14:00,,,,,FALSE,FALSE,FALSE,4
 אורח חיים, לוד, קרית בתי הכנסת,,,,,,,,FALSE,TRUE,TRUE,4
 אלגריבה, לוד, שכונת הבתי כנסת,תוניס,07:00,,,07:30,,,TRUE,TRUE,TRUE,4
 אלון (בנק לאומי), לוד," יודפת 1ב, קומה 3",לפי החזן,,13:30,,,,,FALSE,FALSE,FALSE,4
 אלי כהן, לוד, אינשטין,עדות המזרח,,,,,,,FALSE,FALSE,FALSE,4
 אשכול הכופר, לוד, כצנלסון 4,עדות המזרח,07:00,,19:55,,,,FALSE,FALSE,FALSE,4
" ביה""כ ע""ש חיים חטב והנופלים במלחמת יו""כ", לוד," שכונת רמ""ט 6",מרוקו,,19:00,19:30,07:15,16:30,,FALSE,TRUE,TRUE,4
 בית אהרון, לוד, אלפעל 3,עדות המזרח,,,,,,,FALSE,TRUE,FALSE,4
 בית אל, לוד, אלי כהן,עדות המזרח,05:30,18:36,19:21,07:30,15:30,,TRUE,TRUE,TRUE,4
 בית אריה, לוד, שיכון חבד,אשכנז,,19:17,19:00,,,,TRUE,TRUE,TRUE,4
 בית ברוך, לוד, זבוטנסקי 5,תוניס,06:00,18:00,19:50,07:15,19:01,,FALSE,TRUE,TRUE,4
 בית הכנסת הציונות הדתית המתחדשת, לוד, רותם,אשכנז,,,,08:30,13:30,,TRUE,TRUE,TRUE,4
 בית הכנסת לעולי גרוזיה, לוד," שכונת חב""ד רח´ צמח צדק",ספרד,,,,,,,FALSE,TRUE,FALSE,4
 בית הכנסת לעולי הודו, לוד, שכונת רמת אשכול- מול השוק רחוב אלשוילי,עדות המזרח,,,,07:00,,,FALSE,FALSE,FALSE,4
 גבריאל המלאך, לוד, שלמה המלך 42,ספרד,,,,,,,FALSE,TRUE,TRUE,4
 דוסא, לוד, נווה ירק,אשכנז,,,,,,,FALSE,TRUE,FALSE,4
 דתי לאומי נוה נוף, לוד, חיים משה שפירא 1,אשכנז,06:10,,21:00,08:00,,,FALSE,TRUE,FALSE,4
 הדתי לאומי, לוד," רח' חיים משה שפירא, צמוד לביהס ספיר",אשכנז,06:15,,,,,,TRUE,TRUE,TRUE,4
 היכל הקודש-הרב נתנאל, לוד, שלמה המלך 35,עדות המזרח,05:30,,,,18:00,,FALSE,TRUE,FALSE,4
 היכל יהונתן, לוד, תלמים בשכונת גני אביב,ספרד,,,,,,,FALSE,TRUE,TRUE,4
 היכל יעקב, לוד, הנרייטה סולד,תוניס,,,,,,,FALSE,FALSE,FALSE,4
 המלאך מיכאל, לוד, שדרות ירושלים 14,ספרד,,,,,,,FALSE,FALSE,FALSE,4
 המרכזי, לוד, פלומניק4 66,אשכנז,,,,,,,FALSE,TRUE,FALSE,4
 המרכזי, לוד, הרצל 6,אשכנז,05:40,,,06:45,,,TRUE,TRUE,TRUE,4
" הרמ""א", לוד, פלומניק 3,עדות המזרח,06:30,,22:00,,,,TRUE,TRUE,TRUE,4
" הרמב""ם", לוד, התקווה 1,עדות המזרח,,,,07:30,,,TRUE,TRUE,TRUE,4
 זכור לאברהם, לוד, הדקל,אשכנז,06:15,,20:15,08:00,,,TRUE,TRUE,TRUE,4
 זכות רפאל, לוד, הרב אברהם קוטנר 12,תוניס,06:00,18:46,19:19,08:30,13:00,,FALSE,TRUE,TRUE,4
" חב""ד מחזיקי הדת", לוד, הורדים,חבד,,,,,,,FALSE,FALSE,FALSE,4
" חב""ד שערי עליה", לוד, חכם רפאל 9,חבד,08:00,,19:00,09:00,,,FALSE,TRUE,TRUE,4
 חזון יהודה, לוד, גלעד,ספרד,05:45,,,,,,FALSE,FALSE,TRUE,4
 חסדי יהושוע, לוד, ארלוזורוב 20,,,,,,,,TRUE,TRUE,FALSE,4
 יפה נוף, לוד, משה שפירא,ספרד,,,,,,,TRUE,TRUE,TRUE,4
 ישועת ה´ לעולי גרוזיה, לוד, החלוץ 9,עדות המזרח,,,,07:35,,,FALSE,TRUE,FALSE,4
 ישורון, לוד, שלמה המלך 127,מרוקו,05:30,,,07:30,,,TRUE,TRUE,TRUE,4
 לעולי גרוזיה, לוד, פיינשטיין משה 6,עדות המזרח,,13:00,,07:00,,,FALSE,FALSE,FALSE,4
 מגן דוד, לוד, אלי כהן,עדות המזרח,07:40,18:46,,,,,TRUE,TRUE,FALSE,4
 מקור חכמה, לוד, הגושן גיבעת הזיתים,מרוקו,,,,,,,FALSE,FALSE,FALSE,4
 משכנות ישראל, לוד, ברק 10,מרוקו,,,,,,,FALSE,TRUE,FALSE,4
 ניסן, לוד, אלפעל,חבד,,,,09:00,18:43,,FALSE,TRUE,TRUE,4
 עוד יוסף חי, לוד, בן שמן 1 -גני יער,עדות המזרח,06:30,17:30,19:00,,,,FALSE,TRUE,FALSE,4
 רבי חטיב, לוד, אינשטין,תוניס,,,,,,,FALSE,FALSE,FALSE,4
" רשב""י", לוד, מול תחנה מרכזית,עדות המזרח,,,,07:30,,,TRUE,TRUE,TRUE,4
 שבת אחים, לוד, לוד הצעירה,עדות המזרח,,,,,,,FALSE,TRUE,FALSE,4
 שיארי עליה, לוד, תלמים,אשכנז,,,,,,,FALSE,FALSE,FALSE,4
 שיח יצחק _ בית אוליאל , לוד, המלאכה 1,אחיד,,13:20,,,,,FALSE,FALSE,FALSE,4
 שירת אבות, לוד, כצנלסון (בתוך ישיבת צביה אלישיב) 4,תימן,,,,07:30,,,TRUE,TRUE,FALSE,4
 שערי שלום, לוד, נווה זית,עדות המזרח,,,,,,,FALSE,TRUE,TRUE,4
 תפארת יצחק, לוד, הרקפת 2,מרוקו,,,,07:30,,,TRUE,TRUE,FALSE,4
 תפארת ישראל, לוד, גבעת הזיתים,ספרד,,,,,,,FALSE,TRUE,FALSE,4
 תפארת ציון, לוד, שדרת בתי הכנסיות,תימן,05:25,,,,,,FALSE,TRUE,FALSE,4
 תפילה למשה, לוד, המצביאים 3,עדות המזרח,05:30,18:43,19:26,,,,TRUE,TRUE,FALSE,4
 שערי לפיד, לפיד, הזית,לפי החזן,05:30,,20:15,07:30,,,TRUE,TRUE,TRUE,4
 הספרדי, גינות שומרון, רחוב התמר גינות,עדות המזרח,,,,08:00,,,FALSE,TRUE,FALSE,7
 אשכנזי - בשבת וחג, מבוא חורון, מבוא,לפי החזן,06:15,18:35,19:48,07:30,17:35,,TRUE,TRUE,FALSE,7
 אשכנזי מרכזי, מבוא חורון, כיכר מרכזית מבוא,לפי החזן,06:20,,,,,,TRUE,TRUE,FALSE,7
 חיי ברכה, מבוא חורון, מרכז היישוב מבוא,,,,,,,,FALSE,TRUE,FALSE,7
 כולל, מבוא חורון, מרכז הישוב מבוא,לפי החזן,05:45,15:00,21:00,,,,TRUE,TRUE,FALSE,7
" נתיבות שבי""ם", מבוא חורון, מבוא,תוניס,06:30,18:38,,,,,TRUE,TRUE,FALSE,7
 ספרדי- בשבת וחג, מבוא חורון, מבוא,לפי החזן,06:01,18:40,19:38,05:56,17:30,,TRUE,TRUE,FALSE,7
 צעירים- הולנדי, מבוא חורון, מבוא,לפי החזן,06:15,,20:15,08:00,12:15,,TRUE,TRUE,FALSE,7
 קרליבך, מבוא חורון, מרכז הישוב מבוא,ספרד,,,,08:00,,,FALSE,FALSE,FALSE,7
" בית הכנסת ""מבשר שלום""", ירושלים, הכלנית מבשרת,,06:00,,,07:30,13:30,,TRUE,TRUE,TRUE,1
 כל ישראל חברים, ירושלים, שדרות החושן 39 מבשרת,ספרד,05:45,17:15,18:05,07:30,12:30,,FALSE,TRUE,TRUE,1
 מורשת הראה, ירושלים, הברוש 70 מבשרת,ספרד,,,,08:30,18:49,,TRUE,TRUE,FALSE,1
" אוהל יחיאל - רשב""י", מבשרת ציון, רקפת מבשרת,מרוקו,05:55,18:42,19:22,07:30,18:59,,TRUE,TRUE,TRUE,1
 אחדות ישראל, מבשרת ציון, הראשונים 8 מבשרת,עדות המזרח,05:45,,,07:30,,,FALSE,TRUE,FALSE,1
 בית הכנסת המרכזי חזון יחזקאל, מבשרת ציון, חרמון 1 מבשרת,עדות המזרח,05:45,18:32,,05:20,12:30,,TRUE,TRUE,TRUE,1
 בית הכנסת המרכזי עין חמד, מבשרת ציון," המור 1, שכ' עין חמד מבשרת",ירושלמי,05:30,19:15,19:30,07:30,12:30,,TRUE,TRUE,TRUE,1
" בית הכנסת התוניסאי ""בית-אל""", מבשרת ציון, מבוא התירוש מבשרת,ירושלמי,,,,,,,TRUE,TRUE,FALSE,1
" בית הכנסת חב""ד מבשרת ציון", מבשרת ציון, הברוש מבשרת,,,,,,,,FALSE,TRUE,TRUE,1
" בית שלמה (ליד בי""ס הדרור) אשכנזי", מבשרת ציון, החרמון מבשרת,לפי החזן,,,,08:15,18:47,,FALSE,TRUE,TRUE,1
" חב""ד קסטל", מבשרת ציון, החוצבים 4 קומה ב´ מבשרת,חבד,08:30,18:54,21:00,10:00,,,FALSE,TRUE,TRUE,1
 ישמח משה, מבשרת ציון, חצב מבשרת,מרוקו,05:00,,,,,,FALSE,FALSE,FALSE,1
